Concepts,Positive,Negative
join_army,1,0
action_verb,1,0
rind,1,0
toll_highway,1,0
travel_car,1,0
cross_river,1,0
peer,1,0
collage,1,0
friend_person,1,0
peep,0,1
herpes,0,1
price_product,1,0
plane_land,1,0
crash,0,1
career,1,0
almost_fall,1,0
trip_fall,0,1
frill,1,0
ornamentation,1,0
conservation,1,0
save_environment,1,0
protect_environment,1,0
spoken,1,0
interaction,1,0
save_earth,1,0
maintain,1,0
conserve,1,0
wrongdoing,0,1
sport_car,1,0
corner_well,1,0
maximum,1,0
car_model,1,0
win_sport_event,1,0
trophy,1,0
prayer,1,0
reflection,1,0
daily_activity,1,0
religious,1,0
skin_care_article,1,0
smooth_skin,1,0
keep_skin_healthy,1,0
business_person,1,0
burgoise,1,0
query,1,0
learn_tool,1,0
this_be,1,0
homework,0,1
questionnaire,1,0
see_ability,1,0
evaluation,1,0
wrong_answer,0,1
problem_solve,1,0
final_exam,0,1
prove,1,0
taken,1,0
study_subject,1,0
drill,1,0
example,1,0
question_answer,1,0
end_semester,1,0
tit,1,0
murder_weapon,0,1
chairperson,1,0
chair_meet,1,0
make_yourself_happy,1,0
thermonuclear_war,0,1
go_mall,1,0
become_poor,0,1
earn,1,0
run_out_money,0,1
buy_happiness,0,1
rich_person,1,0
christmas,1,0
buy_goods,1,0
poverty,0,1
person_money,1,0
need_eat,0,1
go_break,0,1
bankruptcy,0,1
debt,0,1
feel_guilty,0,1
purchase_book,1,0
lack_money,0,1
pocket_watch,1,0
go_bankrupt,0,1
clutter,0,1
give_gift,1,0
acquire,1,0
necessity,1,0
need_earn_money,1,0
satisfy_need,1,0
abstraction,0,1
idea,1,0
bridge_difference,1,0
etiquette,1,0
horseback,1,0
battlefield,0,1
win_war,1,0
engagement,1,0
paddle,1,0
defeat_enemy,1,0
gain_territory,1,0
bloodshed,0,1
struggle,0,1
conquer_enemy,1,0
soldier,1,0
big_fight,0,1
axe,0,1
video_game,1,0
kill_enemy,0,1
middle_east,1,0
suction,1,0
function,1,0
world_peace,1,0
person_happy,1,0
protect_child,1,0
fix_problem,1,0
set_example,1,0
better_person,1,0
become_better_person,1,0
inform_voter,1,0
fight_disease,1,0
generous,1,0
acceptance,1,0
spirituality,1,0
volunteer,1,0
tell_everyone,1,0
live_simply,1,0
live_peace,1,0
help_another_person,1,0
no_war,1,0
end_war,1,0
endless,1,0
little_hunger,1,0
develop_talent,1,0
clean_air,1,0
love_others,1,0
whiteboard,1,0
find_table,1,0
table_manner,1,0
look_menu,1,0
tip_waiter,1,0
place_order,1,0
social,1,0
afford,1,0
feel_hungry,0,1
overspend,0,1
become_sick,0,1
read_menu,1,0
polite,1,0
pay_check,1,0
reservation,1,0
meet_old_friend,1,0
shoot_bullet,0,1
arm_man,0,1
shoot_range,1,0
cannon,0,1
crime_scene,0,1
artillery,0,1
pistol,0,1
police_car,0,1
shoot_person,0,1
automatic,1,0
use_war,0,1
revolver,0,1
police_man,1,0
ammunition,0,1
shoot_target,0,1
shoot_weapon,0,1
fire_bullet,0,1
find_pawnshop,0,1
arsenal,0,1
holster,1,0
kill_people,0,1
firearm,0,1
big_person,0,1
hunt_animal,0,1
armory,0,1
fire_arm,0,1
gun_store,0,1
murder,0,1
rifle,0,1
hunt_game,0,1
kill_pest,1,0
metal_detector,1,0
kill_animal,0,1
even_odds,1,0
gun_shop,0,1
assault,0,1
bullet,0,1
shooter,0,1
handle_carefully,1,0
sidewalk,1,0
guy,1,0
date_girl,1,0
dude,1,0
messy_room,0,1
scale_wall,1,0
male,1,0
take_easy,1,0
monetary_value,1,0
debit,1,0
money_relate,1,0
rate,1,0
tag,1,0
money_involve,1,0
like_price,1,0
profit,1,0
payment_amount,1,0
and_the,1,0
contractor,1,0
money_owe,0,1
account_term,1,0
value_amount,1,0
risen,1,0
money_amount,1,0
money_payment,1,0
money_value,1,0
monetary,1,0
dollar_cent,1,0
good_value,1,0
price_item,1,0
payment,1,0
amount_due,0,1
money_loss,0,1
monetary_amount,1,0
prize,1,0
item_worth,1,0
sale_price,1,0
total_amount,1,0
bill,1,0
amount_pay,1,0
expense,0,1
handmaid,1,0
supply_answer,1,0
teach_child,1,0
field_question,1,0
school_child,1,0
erase_blackboard,1,0
tell_information,1,0
lower_expectation,0,1
good_student,1,0
school_student,1,0
teach_read,1,0
teach_class,1,0
head_class,1,0
compute_sum,1,0
group_student,1,0
instructor,1,0
teach_person,1,0
explain_idea,1,0
demonstrate,1,0
item_sell,1,0
center,1,0
pillowcase,1,0
under_head,1,0
bonus,1,0
wait_person,0,1
visit,1,0
self_defense,1,0
dangerous_weapon,0,1
comic_book,1,0
invite_person,1,0
rainfall,1,0
ibm,1,0
computer_manufacturer,1,0
not_go_work,0,1
cover_ice,1,0
see_ocean,1,0
cash_drawer,1,0
cash_register,1,0
person_talk,1,0
create,1,0
begin_pro,1,0
sell_item,1,0
warehouse,1,0
multiplication,1,0
merchandise,1,0
math_answer,1,0
goods,1,0
songbook,1,0
fight_inflation,1,0
groceries,1,0
vegetable_fruit,1,0
fresh_fruit,1,0
fresh_vegetable,1,0
super_market,1,0
store_vegetable,1,0
grandson,1,0
political_action,0,1
animal_dwell,1,0
hive,1,0
head_organ,1,0
inside_head,1,0
make_comparison,1,0
greet_person,1,0
schedule_appointment,1,0
make_speech,1,0
avoid_injury,1,0
nod,1,0
up_down,1,0
doze,1,0
say_yes,1,0
introduce,1,0
social_custom,1,0
tell_name,1,0
interview,1,0
presentation,1,0
bring_together,1,0
greet,1,0
person_meet,1,0
negative,0,1
impossible,0,1
negation,0,1
and_or,1,0
start_end,1,0
helpful_tool,1,0
along,1,0
neither,0,1
contraction,1,0
wont,0,1
backwards,1,0
tine,1,0
stat,1,0
timely,1,0
urgency,1,0
nor,0,1
nil,0,1
interjection,1,0
sop,1,0
drunkard,0,1
spherical,1,0
liquid_unit,1,0
its,1,0
go_down,0,1
zone,1,0
put_down,0,1
water_form,1,0
amount_water,1,0
little_water,1,0
let,1,0
fall_water,1,0
fallen,0,1
woolly_animal,1,0
decline,0,1
let_down,0,1
water_formation,1,0
lift,1,0
tap,1,0
water_faucet,1,0
eye_tear,0,1
drip,0,1
small_size,0,1
glass_break,0,1
this_thing,1,0
resolution,1,0
george_bush,0,1
dehydration,0,1
invitation,1,0
request,1,0
disability,0,1
no_sight,0,1
deaf,0,1
not_see,0,1
color_paint,1,0
marry_person,1,0
bell_noise,0,1
round_circle,1,0
wed_band,1,0
gold_silver,1,0
symbolism,1,0
display_wealth,0,1
engage,1,0
make_gold,1,0
propose_marriage,1,0
proposal,1,0
wed_ceremony,1,0
piece_jewlery,1,0
piece_jewelry,1,0
bell_sound,1,0
decorate_yourself,1,0
hole_center,0,1
not_object,1,0
tangible,1,0
carry_goods,1,0
carry_hand,1,0
pittsburgh,1,0
hear_news,1,0
feel_angry,0,1
learn_new_fact,1,0
blink,1,0
disbelief,1,0
listen_news,1,0
find_out_weather,1,0
tell_other_person,1,0
look_newspaper,1,0
emotional_reaction,1,0
understand_current_event,1,0
update,1,0
discomfort,0,1
feel_depress,0,1
process_information,1,0
strong_feeling,1,0
jump_out_window,0,1
eat_breakfast,1,0
reboot,1,0
draft,1,0
arm_force,0,1
overnight_guest,1,0
equipment,1,0
animal_sound,0,1
cry_help,0,1
mountaineer,1,0
kirstin,1,0
country_live,1,0
mri,0,1
medical_test,0,1
hairpin,1,0
lady_hair,1,0
coffe_table,1,0
place_drink,1,0
find_grocery_store,1,0
ascend,1,0
walk_up,1,0
rail,1,0
carpet,1,0
ping-pong_ball,1,0
shave_head,0,1
good_luck,1,0
curse,0,1
rewind,1,0
use_remote_control,1,0
plug,1,0
electrocution,0,1
read_instruction_manual,1,0
record_movie,1,0
learn_how,1,0
view_film,1,0
read_manual,1,0
press_play,1,0
import,1,0
watch_movies,1,0
go_date,1,0
dough,1,0
create_food,1,0
allergic_reaction,0,1
variety,1,0
bake_oven,1,0
yeast,1,0
taste_good,1,0
fresh,1,0
insane,0,1
crazy,0,1
go_insane,0,1
insanity,0,1
sanity,1,0
mental_disorder,0,1
jeans,1,0
utility,1,0
thrift_store,1,0
zipper,1,0
slack,0,1
dictator,0,1
politician,0,1
rule_country,1,0
blow_candle,0,1
mucus,0,1
bodily_fluid,0,1
body_fluid,0,1
cleaner,1,0
clean_shoe,1,0
get_date,1,0
feel_confident,1,0
proposition,1,0
win_election,1,0
look_best,1,0
arrange_hair,1,0
clean_skin,1,0
attract_opposite_sex,1,0
impress_others,1,0
vain,1,0
improve_self-image,1,0
feel_better_oneself,1,0
increase_self-confidence,1,0
shave_leg,1,0
try_calm_down,1,0
waterway,1,0
look_up_phone_number,1,0
photo,1,0
build_process,1,0
construct,1,0
progress,1,0
ever,1,0
evolve,1,0
photograph,1,0
make_product,1,0
expand,1,0
inquiry,1,0
inquire,1,0
interrogation,0,1
loaf,1,0
young_horse,1,0
baby_cow,1,0
little_horse,1,0
bubbly,1,0
package,1,0
fire_extinguisher,1,0
shave_cream,1,0
desire_travel,1,0
grow_garden,1,0
plant_seed,1,0
make_healthy,1,0
wash_first,1,0
defrost,1,0
live_healthy_life,1,0
good_nutrition,1,0
go_grocery_store,1,0
form_transportation,1,0
driven_person,1,0
cause_problem,0,1
alcohol_drink,0,1
battleship,0,1
battlegroup,0,1
big_gun,0,1
maternity,1,0
sit_think,1,0
nuclear_weapon,0,1
life_end,0,1
end_life,0,1
homicide,0,1
happen_anyone,1,0
isolate,0,1
decomposition,0,1
useless,0,1
contemplate,1,0
inevitable,1,0
loss,0,1
forever,1,0
certainty,1,0
flame,1,0
bury_cat,0,1
verse,1,0
haiku,1,0
musical_term,1,0
poetry,1,0
prose,1,0
phrase,1,0
hymn,1,0
poem,1,0
stanza,1,0
scripture,1,0
female_parent,1,0
bible_story,1,0
rhyme,1,0
psalm,1,0
equality_everyone,1,0
distinctive_smell,1,0
athletic,1,0
make_tire,0,1
water_activity,1,0
water_splash,1,0
water_move,1,0
red_eye,0,1
human_motion,1,0
sport_activity,1,0
move_arm,1,0
jump,1,0
propulsion,1,0
back_stroke,1,0
outdoor_activity,1,0
dry_yourself_off,1,0
fall_overboard,0,1
cross_water,1,0
locomotion,1,0
water_relate,1,0
earache,0,1
mobility,1,0
learn_swim,1,0
athletic_activity,1,0
breathe_air,1,0
go_swim_pool,1,0
increase_heart_rate,0,1
another_activity,1,0
water_motion,1,0
drown,0,1
hold_breath,1,0
move_water,1,0
movement_water,1,0
water_movement,1,0
fun_sport,1,0
stroke,0,1
water_eye,0,1
water_ear,0,1
water_action,0,1
wear_bath_suit,0,1
arm_movement,0,1
backstroke,0,1
human_movement,1,0
go_lake,1,0
like_water,1,0
compete_others,1,0
sincere,1,0
stunt,1,0
terminal_disease,0,1
big_money,1,0
tarot_card,1,0
psychic,1,0
treasure,1,0
richness,1,0
shrine,0,1
come_true,1,0
win_lottery,1,0
accumulate,1,0
bullshit,0,1
teller,1,0
riches,1,0
give_away,1,0
fort_knox,1,0
person_will,1,0
luck,1,0
buy_movie_ticket,1,0
send_card,1,0
learn_math,1,0
falsehood,0,1
deception,0,1
truth,1,0
intend,1,0
hamper,0,1
babysitter,1,0
mind_child,1,0
hear_crowd_go_mad,0,1
goal_score,1,0
run_away,0,1
become_excite,1,0
perform_well,1,0
team_lose,0,1
wave_crowd,1,0
rock_star,1,0
earplug,1,0
ear_ring,1,0
watch_hockey_game,1,0
go_rock_concert,1,0
score_goal,1,0
hit_home_run,1,0
show_support,1,0
naive,1,0
purity,1,0
quality,1,0
childhood,1,0
formal,1,0
bazaar,1,0
buy_sell,1,0
look_buy,1,0
listen_advice,1,0
wise,1,0
ideology,1,0
change_society,1,0
system_abstract_think,1,0
bathroom_floor,0,1
keep_cage,0,1
tail,1,0
endanger,0,1
nocturnal,0,1
leer,0,1
much_sun,1,0
burn_skin,0,1
age_skin,0,1
finish,1,0
menu,1,0
finish_line,1,0
commence,1,0
put_pajamas,1,0
scandal,0,1
dishonesty,0,1
business_deal,1,0
bad_health,0,1
criminal_activity,0,1
against_law,0,1
fool,0,1
felony,0,1
phony,0,1
theft,0,1
deceit,0,1
genuine,1,0
dishonest,0,1
robbery,0,1
intermission,1,0
muffin,1,0
crunchy,1,0
clash,0,1
love_person,1,0
person_know,1,0
feel_strange,0,1
get_together,1,0
look_over,1,0
hug,1,0
ask_name,1,0
social_skill,1,0
interest_conversation,1,0
go_club,1,0
stay_school,1,0
learn_science,1,0
pool_party,1,0
swin,1,0
swim_water,1,0
learn_weakness,1,0
tidyness,1,0
allergy,0,1
sanitary,1,0
whistle_happy_tune,1,0
time_consume,1,0
tidy_up,1,0
asthma,0,1
housewife,1,0
wear_helmet,1,0
eye_up_down,1,0
declutter,1,0
lazyness,0,1
time_yourself,1,0
kill_spider,1,0
find_lose_item,1,0
company_come,1,0
put_old_clothe,0,1
wear_old_clothe,0,1
break_ankle,0,1
comfortable_house,1,0
take_drug,0,1
clean_bathroom,1,0
sweep,1,0
procrastinate,0,1
common_sense,1,0
clean_apartment,1,0
hum,1,0
clean_kitchen,1,0
pull_muscle,0,1
clean_mess,1,0
keep_house_clean,1,0
clean_sink,1,0
back_pain,0,1
much_fun,1,0
sneeze,0,1
burn_calorie,1,0
homeless,0,1
no_money,0,1
impoverish,0,1
defecation,0,1
dial_telephone,1,0
big_home,1,0
play_indoors,1,0
fun_game,1,0
hold_meet,1,0
popular_game,1,0
game_skill,1,0
swim_underwater,1,0
shine,1,0
reflect_light,1,0
light_source,1,0
schedule,1,0
april,1,0
years,1,0
army_unit,0,1
foolish,0,1
jesus_christ,1,0
eternal,1,0
cowboy_boot,1,0
high_heel,1,0
handmade,1,0
practical,1,0
embroidery,1,0
conclude,1,0
make_choice,1,0
select,1,0
consider,1,0
yes_no,1,0
choose,1,0
make_decision,1,0
indecision,1,0
bookshelve,1,0
locomotive,1,0
powerful,1,0
dissertation,1,0
important_good_health,1,0
store_blanket,1,0
store_cloth,1,0
store_towel,1,0
belief,1,0
opium,0,1
illegal_drug,0,1
opiate,0,1
actress,1,0
junkie,0,1
escape_reality,0,1
druggy,0,1
become_addict,0,1
demand,1,0
petition,1,0
use_jazz_music,1,0
cannibalism,0,1
weird,0,1
oriental_medicine,0,1
dry_towel,1,0
use_electricity,1,0
spa,1,0
gas_stove,1,0
jet,1,0
sentence_part,1,0
clause,1,0
grammar_part,1,0
idiom,1,0
broken_computer,0,1
improve_image,1,0
better_job,1,0
increase_self-esteem,1,0
own_benefit,1,0
elect_office,1,0
check_mirror,1,0
new_job,1,0
check_yourself_mirror,1,0
good_dog,1,0
picture_taken,1,0
earn_respect,1,0
social_acceptance,1,0
feel_better_yourself,1,0
look_mirror,1,0
increase_self_esteem,1,0
go_church,1,0
conformist_attitude,1,0
worship_god,1,0
vertical,1,0
cool_drink,1,0
register_vote,1,0
blow_note,1,0
make_metal,1,0
music_studio,1,0
join_band,1,0
play_tune,1,0
perform_music,1,0
play_jazz,1,0
like_actor,1,0
go_movie_theater,1,0
enjoy_story,1,0
make_popcorn,1,0
entertain_yourself,1,0
vcr,1,0
quite,1,0
put_glass,1,0
turn_t.v,1,0
watch_credit,1,0
popcorn,1,0
eyesight,1,0
rend,1,0
leave_theater,1,0
experience_emotion,1,0
acculturation,1,0
cinema,1,0
fall_sleep,1,0
see_yourself,1,0
see_actor,1,0
see_play,1,0
drive_theatre,1,0
near_tv,1,0
get_entertain,1,0
put_run_shoe,1,0
ceo,1,0
corporation,1,0
sell_stock,0,1
head_corporation,1,0
radical,1,0
awesome,1,0
bless,1,0
spiritual,1,0
pardon,1,0
holy,1,0
before_meal,1,0
wish_well,1,0
religious_ceremony,1,0
priest,1,0
religious_action,1,0
fairy,1,0
myth,1,0
magical,1,0
tale,1,0
make_wish,1,0
princess,1,0
weight_measurement,1,0
lightweight,1,0
weigh_much,0,1
massive,0,1
restless,0,1
plan_vacation,1,0
contact_sport,1,0
abstract_concept,1,0
grow_vegetable,1,0
give_water,1,0
fresh_produce,1,0
provide_food,1,0
bliss,1,0
enjoy_eat,1,0
fresh_food,1,0
pull_weed,1,0
good_eat,1,0
like_eat,1,0
vegetable_grow,1,0
slogan,1,0
danger,0,1
american,1,0
voice_opinion,1,0
speak_english,1,0
human_being,1,0
eat_dog,0,1
good_imagination,1,0
smart_animal,1,0
colt,1,0
play_polo,1,0
neigh,1,0
heavy_person,0,1
not_human,0,1
die_only_once,0,1
run_race,1,0
buddy,1,0
go_away,0,1
main,1,0
run_quickly,1,0
love_animal,1,0
plow_field,1,0
carrier,1,0
trailer,1,0
face_other,1,0
pull_cart,0,1
stand_field,1,0
dumb,0,1
beautiful_well_useful,1,0
transport,1,0
find_ranch,1,0
race_other,1,0
dominate,0,1
same_clue,1,0
strong_person,1,0
carry_heavy_load,2,2
cost_little_money,1,0
compete_race,1,0
pull_wagon,0,1
see_eye,1,0
breed,1,0
wear_sock,1,0
tame,1,0
reign,1,0
majestic,1,0
alike,1,0
find_farm,1,0
pour,1,0
fast_person,1,0
social_creature,1,0
carry_person,0,1
mustang,1,0
go_stall,1,0
domesticate,1,0
ridden,1,0
smoke_pipe,1,0
dangerous_health,0,1
unhealthy,0,1
get_lung_cancer,0,1
blossom,1,0
bake_goods,1,0
chocolate,1,0
train_track,1,0
train_depot,1,0
central,1,0
play_game_chess,1,0
eat_pussy,1,0
yawn,0,1
solve_puzzle,1,0
consonant,1,0
language_part,1,0
three_syllable,1,0
vowel,1,0
ride_roller_coaster,1,0
pee_pant,0,1
feel_scare,0,1
heart_rate_increase,0,1
louvre,1,0
enjoy_art,1,0
make_love_spouse,1,0
underground_area,0,1
cavern,1,0
terrorist,0,1
archeology,1,0
refuge,1,0
eat_breakfast_bed,1,0
eat_banana,1,0
live_long_happy_life,1,0
excercise,1,0
take_temperature,0,1
prolong_life,1,0
smart_person,1,0
check_pulse,0,1
bath_room,1,0
velocity,1,0
get_up,1,0
retribution,0,1
supreme_court,1,0
porcupine,0,1
record_keep,1,0
work_office,1,0
strut,1,0
walk_style,1,0
money_earn,1,0
find_out_play,1,0
beach_towel,1,0
beach_bag,1,0
patriotism,1,0
passe,0,1
human_emotion,1,0
culture,1,0
sample,1,0
bacterium,0,1
behaviour,1,0
taboo,0,1
howl,0,1
vicinity,1,0
shut_door,0,1
description,1,0
shut_down,0,1
know_rule,1,0
see_far,1,0
go_holiday,1,0
velcro,1,0
jacket,1,0
vault,1,0
keep_money,1,0
safe_keep,1,0
safe_place,1,0
oversleep,1,0
subatomic_particle,1,0
nucleus,1,0
portable,1,0
sit_beach,1,0
watch_parade,1,0
take_beach,1,0
not_always,1,0
play_ping_pong,1,0
raise_family,1,0
child_play,1,0
family_activity,1,0
play_board_game,1,0
gather_friend,1,0
digestive_system,1,0
organ_body,1,0
vital_organ,1,0
kidney,1,0
good_heart,1,0
pact,1,0
covenant,1,0
clan,1,0
treaty,1,0
truce,1,0
juice,1,0
orange_drink,1,0
helper,1,0
albany,1,0
stay_warm,1,0
football_coach,1,0
shout_loudly,0,1
lose_team,0,1
metaphor,1,0
rebel,0,1
liar,0,1
chicken,1,0
slander,0,1
deceitful,0,1
obstruct_justice,0,1
passive,0,1
hide_truth,0,1
hurt_feeling,0,1
posture,1,0
mistrust,0,1
distrust,0,1
preacher,1,0
broken_heart,0,1
produce_egg,1,0
untruth,0,1
dog_bite,0,1
fool_person,0,1
blush,1,0
nonsense,0,1
chicken_egg,1,0
manipulate,1,0
get_rich,1,0
statement,1,0
kind,1,0
politics,0,1
avoid_responsibility,0,1
make_up_story,0,1
asshole,0,1
bad_action,0,1
vice,0,1
deceive,0,1
fact,1,0
travel_quickly,1,0
ruff,1,0
dog_bark,0,1
trendy,1,0
stand_line,1,0
fashionable,1,0
famous_person,1,0
known,1,0
well_known,1,0
everyone_know,1,0
softness,1,0
stethescope,1,0
doctor_tool,1,0
pencil_art,1,0
travel_fast_light,1,0
nutrient,1,0
find_new,1,0
study_course_material,1,0
further_education,1,0
certificate,1,0
advancement,1,0
further_career,1,0
advance_next_level,1,0
qualify,1,0
go_back,0,1
know_subject_well,1,0
study_test,1,0
qualification,1,0
know_stuff,1,0
pass_gas,0,1
silence,0,1
no_noise,0,1
hush,0,1
loudness,0,1
no_sound,0,1
motor_oil,1,0
guide_blind_person,1,0
guide_blind,1,0
exercise_much,1,0
food_drink,1,0
creeper,1,0
ivy,1,0
application,1,0
many_item,1,0
sell_stuff,1,0
defense,1,0
defence,1,0
classification,1,0
agency,1,0
administration,1,0
combine_above,1,0
business_group,1,0
type_store,1,0
branch,1,0
work_place,1,0
institution,1,0
join_together,1,0
official,1,0
group_company,1,0
another_name,1,0
general_store,1,0
arithmetic,1,0
grow_yard,1,0
find_garden,1,0
small_tree,1,0
bribe,0,1
accept,1,0
offer_money,1,0
payoff,0,1
pay_off,0,1
blackmail,0,1
refuse,0,1
financial_transaction,1,0
right_injustice,0,1
goodness,1,0
heat_home,1,0
bad_smell,0,1
renewable_resource,1,0
hold_makeup,1,0
condense,1,0
make_small,0,1
compete_against,0,1
may_lose,0,1
develop_skill,1,0
size_up,1,0
good_condition,1,0
improve_skill,1,0
win_medal,1,0
rival,0,1
enjoy_challenge,1,0
michael,1,0
bungee_jump_high_bridge,1,0
go_up,1,0
leap,1,0
move_upwards,1,0
upward_movement,1,0
invite_guest,1,0
undead,1,0
drink_blood,0,1
ship_sink,0,1
gene,1,0
salvation,1,0
rescue,1,0
religious_belief,1,0
go_heaven,1,0
possibility,1,0
jesus,1,0
alms,0,1
religious_experience,1,0
upset_stomach,0,1
stomachache,0,1
person_go,1,0
get_done,1,0
acid_indigestion,0,1
late_appointment,0,1
gulp,1,0
stuff_face,0,1
choke_death,0,1
get_work_time,1,0
hiccup,0,1
stack,1,0
big_mouth,0,1
wage-slave,0,1
fast_movement,1,0
feel_sick,0,1
technology,1,0
photographer,1,0
picture_scene,1,0
take_photograph,1,0
go_scuba_dive,1,0
result_death,0,1
comrade,1,0
person_sweat,0,1
body_odor,0,1
lawer,0,1
reunion,1,0
see_person,1,0
congregation,1,0
agenda,1,0
rendezvous,1,0
enough_money,1,0
flower_girl,1,0
filament,1,0
fare,1,0
token,1,0
animal_live,1,0
agricultural,1,0
crop_field,1,0
plantation,1,0
homestead,1,0
raise_crop,1,0
cow_home,1,0
food_grow,1,0
produce_food,1,0
plant_crop,1,0
animal_house,1,0
agriculture,1,0
grow_stuff,1,0
industry,1,0
cultivation,1,0
crop_place,1,0
grow_place,1,0
field_crop,1,0
large_land,1,0
raise_animal,1,0
establishment,1,0
open_land,1,0
camp,1,0
plant_ground,1,0
get_food,1,0
big_land,1,0
freedom_think,1,0
thunderstorm,1,0
destruction,0,1
blackout,0,1
eat_bean,1,0
eat_excessively,0,1
bad_odor,0,1
move_away,0,1
stench,0,1
excuse_yourself,1,0
